num_nodes	n_groups	influencer_appearance	Run	Bored_A	Bored_B	Bored_both	Interest_A	Interest_B	Interest_both	Num_steps	Peak_A	Peak_B	Step_peak_A	Step_peak_B	Susceptible	initial_viral_size_A	initial_viral_size_B	meme_spread_chance	maybe_bored	influencer_spread_chance	interest_meme_A_chance	interest_meme_B_chance
100	5	1	82	10	23	2	59	67	39	16	7	12	3	4	69	5	5	0.3	0.3	0.6	0.5	0.5
100	5	1	83	23	11	2	54	48	27	19	17	7	3	1	68	5	5	0.3	0.3	0.6	0.5	0.5
100	5	1	84	11	5	0	49	57	25	12	8	5	4	1	84	5	5	0.3	0.3	0.6	0.5	0.5
100	5	1	85	12	13	1	48	52	25	21	10	6	3	1	76	5	5	0.3	0.3	0.6	0.5	0.5
100	5	1	86	6	26	2	44	58	24	17	6	11	2	3	70	5	5	0.3	0.3	0.6	0.5	0.5
100	5	1	87	10	7	0	48	45	22	17	7	6	1	4	83	5	5	0.3	0.3	0.6	0.5	0.5
100	5	1	88	5	9	1	62	52	33	11	5	7	1	3	87	5	5	0.3	0.3	0.6	0.5	0.5
100	5	1	89	23	12	3	51	57	31	19	13	10	6	3	68	5	5	0.3	0.3	0.6	0.5	0.5
100	5	3	90	9	10	3	59	49	28	10	7	8	1	3	84	5	5	0.3	0.3	0.6	0.5	0.5
100	5	3	91	7	10	2	48	48	23	9	6	7	1	1	85	5	5	0.3	0.3	0.6	0.5	0.5
100	5	3	92	16	16	3	44	52	22	13	13	9	3	2	71	5	5	0.3	0.3	0.6	0.5	0.5
100	5	3	93	26	13	0	66	56	37	21	13	8	5	2	61	5	5	0.3	0.3	0.6	0.5	0.5
100	5	3	94	11	22	0	46	51	25	29	9	9	2	16	67	5	5	0.3	0.3	0.6	0.5	0.5
100	5	3	95	12	15	0	40	51	23	15	7	7	1	3	73	5	5	0.3	0.3	0.6	0.5	0.5
100	5	3	96	14	6	0	49	57	27	13	6	5	1	1	80	5	5	0.3	0.3	0.6	0.5	0.5
100	5	3	97	9	10	0	51	54	30	11	8	7	4	2	81	5	5	0.3	0.3	0.6	0.5	0.5
100	5	3	98	6	20	0	53	60	36	21	6	13	2	7	74	5	5	0.3	0.3	0.6	0.5	0.5
100	5	3	99	8	12	0	48	56	31	17	5	10	1	2	80	5	5	0.3	0.3	0.6	0.5	0.5
100	5	5	100	17	18	5	47	59	30	16	9	12	3	4	70	5	5	0.3	0.3	0.6	0.5	0.5
100	5	5	101	7	6	2	51	47	20	19	6	5	2	1	89	5	5	0.3	0.3	0.6	0.5	0.5
100	5	5	102	30	16	10	57	59	36	28	15	13	6	4	64	5	5	0.3	0.3	0.6	0.5	0.5
100	5	5	103	20	7	3	59	45	27	16	12	6	6	1	76	5	5	0.3	0.3	0.6	0.5	0.5
100	5	5	104	13	22	6	55	55	26	25	7	12	4	3	71	5	5	0.3	0.3	0.6	0.5	0.5
100	5	5	105	9	25	2	47	45	21	15	8	13	2	2	68	5	5	0.3	0.3	0.6	0.5	0.5
100	5	5	106	18	8	1	51	59	31	15	10	7	5	2	75	5	5	0.3	0.3	0.6	0.5	0.5
100	5	5	107	5	14	2	60	58	35	17	5	7	1	3	83	5	5	0.3	0.3	0.6	0.5	0.5
100	5	5	108	8	5	1	48	50	22	15	6	5	2	1	88	5	5	0.3	0.3	0.6	0.5	0.5
100	5	5	109	5	14	0	50	47	25	13	5	9	1	2	81	5	5	0.3	0.3	0.6	0.5	0.5
100	5	7	110	10	22	4	59	60	35	18	8	14	2	2	72	5	5	0.3	0.3	0.6	0.5	0.5
100	5	7	111	21	8	0	54	62	37	23	7	8	2	1	71	5	5	0.3	0.3	0.6	0.5	0.5
100	5	7	112	8	22	1	51	60	32	14	7	12	3	4	71	5	5	0.3	0.3	0.6	0.5	0.5
100	5	7	113	19	13	7	52	58	36	16	10	7	2	1	75	5	5	0.3	0.3	0.6	0.5	0.5
100	5	7	114	6	18	0	34	48	17	26	5	11	1	7	76	5	5	0.3	0.3	0.6	0.5	0.5
100	5	7	115	22	8	0	53	55	26	18	13	7	3	2	70	5	5	0.3	0.3	0.6	0.5	0.5
100	5	7	116	9	14	0	53	50	29	12	6	12	2	3	77	5	5	0.3	0.3	0.6	0.5	0.5
100	5	7	117	22	42	11	52	55	29	19	13	20	5	5	47	5	5	0.3	0.3	0.6	0.5	0.5
100	5	7	118	12	14	6	45	52	27	17	7	8	1	3	80	5	5	0.3	0.3	0.6	0.5	0.5
100	5	7	119	6	25	4	56	54	29	14	5	15	1	3	73	5	5	0.3	0.3	0.6	0.5	0.5
100	7	1	120	6	9	1	61	49	34	14	6	8	1	2	86	5	5	0.3	0.3	0.6	0.5	0.5
100	7	1	121	12	8	1	54	48	30	15	10	7	3	1	81	5	5	0.3	0.3	0.6	0.5	0.5
100	7	1	122	15	18	3	48	59	30	24	7	12	2	2	70	5	5	0.3	0.3	0.6	0.5	0.5
100	7	1	123	8	7	0	51	51	25	16	6	5	1	1	85	5	5	0.3	0.3	0.6	0.5	0.5
100	7	1	124	24	15	0	55	55	27	17	14	7	6	2	61	5	5	0.3	0.3	0.6	0.5	0.5
100	7	1	125	6	11	0	48	47	19	14	6	7	1	1	83	5	5	0.3	0.3	0.6	0.5	0.5
100	7	1	126	9	8	1	43	47	22	12	6	8	2	1	84	5	5	0.3	0.3	0.6	0.5	0.5
100	7	1	127	5	6	0	52	59	34	12	5	5	1	1	89	5	5	0.3	0.3	0.6	0.5	0.5
100	7	1	128	7	10	0	54	55	28	29	6	7	1	2	83	5	5	0.3	0.3	0.6	0.5	0.5
100	7	1	129	7	10	0	54	52	26	11	6	8	1	2	83	5	5	0.3	0.3	0.6	0.5	0.5
100	7	3	130	5	9	0	42	56	26	9	5	7	1	2	86	5	5	0.3	0.3	0.6	0.5	0.5
100	7	3	131	14	9	3	41	51	20	26	7	6	2	3	80	5	5	0.3	0.3	0.6	0.5	0.5
100	7	3	132	15	12	0	52	47	18	19	9	9	3	2	73	5	5	0.3	0.3	0.6	0.5	0.5
100	7	3	133	11	10	3	52	48	25	14	9	8	2	5	82	5	5	0.3	0.3	0.6	0.5	0.5
100	7	3	134	19	11	5	50	51	25	17	11	10	2	3	75	5	5	0.3	0.3	0.6	0.5	0.5
100	7	3	135	13	10	1	49	53	26	24	9	5	1	1	78	5	5	0.3	0.3	0.6	0.5	0.5
100	7	3	136	7	7	1	56	54	26	10	7	6	1	1	87	5	5	0.3	0.3	0.6	0.5	0.5
100	7	3	137	5	20	1	55	56	33	18	5	17	1	2	76	5	5	0.3	0.3	0.6	0.5	0.5
100	7	3	138	13	11	0	53	47	24	16	8	6	3	1	76	5	5	0.3	0.3	0.6	0.5	0.5
100	7	3	139	6	19	2	51	44	22	15	6	10	1	4	77	5	5	0.3	0.3	0.6	0.5	0.5
100	7	5	140	5	17	0	48	58	30	16	5	8	1	1	78	5	5	0.3	0.3	0.6	0.5	0.5
100	7	5	141	5	8	1	64	60	42	12	5	6	1	2	88	5	5	0.3	0.3	0.6	0.5	0.5
100	7	5	142	16	9	3	55	46	28	13	10	8	4	2	78	5	5	0.3	0.3	0.6	0.5	0.5
100	7	5	143	11	6	2	54	58	38	12	8	5	2	1	85	5	5	0.3	0.3	0.6	0.5	0.5
100	7	5	144	11	5	0	65	52	29	14	7	5	1	1	84	5	5	0.3	0.3	0.6	0.5	0.5
100	7	5	145	6	8	0	51	51	29	10	5	6	1	1	86	5	5	0.3	0.3	0.6	0.5	0.5
100	7	5	146	15	8	3	57	52	27	16	11	6	2	1	80	5	5	0.3	0.3	0.6	0.5	0.5
100	7	5	147	10	7	1	49	54	22	11	8	6	1	1	84	5	5	0.3	0.3	0.6	0.5	0.5
100	7	5	148	14	6	0	57	59	31	17	6	5	1	1	80	5	5	0.3	0.3	0.6	0.5	0.5
100	7	5	149	5	5	0	56	45	24	6	5	5	1	1	90	5	5	0.3	0.3	0.6	0.5	0.5
100	7	7	150	7	11	2	52	50	28	17	7	9	1	3	84	5	5	0.3	0.3	0.6	0.5	0.5
100	7	7	151	9	14	1	52	54	28	19	5	8	1	12	78	5	5	0.3	0.3	0.6	0.5	0.5
100	7	7	152	7	12	0	57	48	27	12	5	9	1	2	81	5	5	0.3	0.3	0.6	0.5	0.5
100	7	7	153	14	16	1	46	48	25	13	13	9	3	4	71	5	5	0.3	0.3	0.6	0.5	0.5
100	7	7	154	9	8	0	55	54	27	8	6	7	4	1	83	5	5	0.3	0.3	0.6	0.5	0.5
100	7	7	155	13	8	1	50	49	27	13	11	7	2	1	80	5	5	0.3	0.3	0.6	0.5	0.5
100	7	7	156	14	9	1	51	54	25	14	10	7	2	1	78	5	5	0.3	0.3	0.6	0.5	0.5
100	7	7	157	20	10	3	49	45	24	16	12	9	4	1	73	5	5	0.3	0.3	0.6	0.5	0.5
100	7	7	158	10	8	0	44	49	23	9	5	6	1	1	82	5	5	0.3	0.3	0.6	0.5	0.5
100	7	7	159	8	10	0	52	46	22	10	7	9	1	1	82	5	5	0.3	0.3	0.6	0.5	0.5
200	2	1	160	166	142	109	103	106	62	22	103	87	4	5	1	5	5	0.3	0.3	0.6	0.5	0.5
200	2	1	161	155	184	142	102	103	59	31	106	129	6	5	3	5	5	0.3	0.3	0.6	0.5	0.5
200	2	1	162	150	107	61	99	105	50	29	68	60	4	7	4	5	5	0.3	0.3	0.6	0.5	0.5
200	2	1	163	177	178	155	107	97	48	28	116	130	4	4	0	5	5	0.3	0.3	0.6	0.5	0.5
200	2	1	164	185	161	148	98	108	50	25	126	102	5	6	2	5	5	0.3	0.3	0.6	0.5	0.5
200	2	1	165	154	187	144	99	92	47	20	111	130	5	5	3	5	5	0.3	0.3	0.6	0.5	0.5
200	2	1	166	171	173	146	99	99	52	25	120	116	5	5	2	5	5	0.3	0.3	0.6	0.5	0.5
200	2	1	167	168	155	127	99	96	42	21	118	99	5	6	4	5	5	0.3	0.3	0.6	0.5	0.5
200	2	1	168	160	168	131	104	92	50	19	108	102	5	5	3	5	5	0.3	0.3	0.6	0.5	0.5
200	2	1	169	137	188	126	94	112	51	25	77	116	5	5	1	5	5	0.3	0.3	0.6	0.5	0.5
200	2	3	170	186	97	84	100	83	46	25	95	47	6	4	1	5	5	0.3	0.3	0.6	0.5	0.5
200	2	3	171	169	180	152	92	103	48	24	121	120	5	4	3	5	5	0.3	0.3	0.6	0.5	0.5
200	2	3	172	168	177	146	120	101	57	22	109	119	5	4	1	5	5	0.3	0.3	0.6	0.5	0.5
200	2	3	173	150	189	140	104	108	50	27	98	123	5	5	1	5	5	0.3	0.3	0.6	0.5	0.5
200	2	3	174	182	159	142	98	104	51	21	118	93	5	6	1	5	5	0.3	0.3	0.6	0.5	0.5
200	2	3	175	147	172	120	101	114	55	21	77	117	7	6	1	5	5	0.3	0.3	0.6	0.5	0.5
200	2	3	176	142	188	130	111	96	51	22	96	131	6	4	0	5	5	0.3	0.3	0.6	0.5	0.5
200	2	3	177	184	164	149	100	104	51	29	121	113	4	5	1	5	5	0.3	0.3	0.6	0.5	0.5
200	2	3	178	111	189	102	104	118	67	20	63	116	5	4	2	5	5	0.3	0.3	0.6	0.5	0.5
200	2	3	179	161	172	136	89	95	44	19	108	118	5	4	3	5	5	0.3	0.3	0.6	0.5	0.5
200	2	5	180	186	184	171	112	102	60	37	119	101	6	7	1	5	5	0.3	0.3	0.6	0.5	0.5
200	2	5	181	158	191	152	97	102	52	28	93	135	6	5	3	5	5	0.3	0.3	0.6	0.5	0.5
200	2	5	182	183	162	147	109	95	53	21	134	107	5	5	2	5	5	0.3	0.3	0.6	0.5	0.5
200	2	5	183	181	169	150	106	102	55	29	122	126	4	4	0	5	5	0.3	0.3	0.6	0.5	0.5
200	2	5	184	179	163	144	103	100	54	25	115	116	5	5	2	5	5	0.3	0.3	0.6	0.5	0.5
200	2	5	185	100	183	85	103	97	54	21	59	113	4	5	2	5	5	0.3	0.3	0.6	0.5	0.5
200	2	5	186	190	162	152	114	98	57	24	134	104	4	5	0	5	5	0.3	0.3	0.6	0.5	0.5
200	2	5	187	145	164	111	94	97	48	20	88	102	5	5	2	5	5	0.3	0.3	0.6	0.5	0.5
200	2	5	188	157	173	134	91	102	42	23	103	114	6	5	4	5	5	0.3	0.3	0.6	0.5	0.5
200	2	5	189	181	174	157	107	116	62	27	130	111	5	5	2	5	5	0.3	0.3	0.6	0.5	0.5
200	2	7	190	143	190	134	104	105	53	24	103	129	5	4	1	5	5	0.3	0.3	0.6	0.5	0.5
200	2	7	191	179	151	132	101	101	53	21	109	100	5	6	2	5	5	0.3	0.3	0.6	0.5	0.5
200	2	7	192	174	172	148	117	88	54	26	94	107	6	5	2	5	5	0.3	0.3	0.6	0.5	0.5
200	2	7	193	179	152	131	109	99	48	23	110	85	6	8	0	5	5	0.3	0.3	0.6	0.5	0.5
200	2	7	194	156	187	144	105	101	50	29	101	135	6	5	1	5	5	0.3	0.3	0.6	0.5	0.5
200	2	7	195	192	156	149	98	89	50	27	145	105	4	4	1	5	5	0.3	0.3	0.6	0.5	0.5
200	2	7	196	176	174	153	96	105	54	28	114	126	5	5	3	5	5	0.3	0.3	0.6	0.5	0.5
200	2	7	197	168	182	150	101	94	49	23	104	122	5	5	0	5	5	0.3	0.3	0.6	0.5	0.5
200	2	7	198	188	102	91	104	101	57	22	122	60	5	7	1	5	5	0.3	0.3	0.6	0.5	0.5
200	2	7	199	114	192	107	108	111	61	26	66	138	6	4	1	5	5	0.3	0.3	0.6	0.5	0.5
200	3	1	200	124	149	82	112	99	59	33	55	73	8	7	9	5	5	0.3	0.3	0.6	0.5	0.5
200	3	1	201	82	136	39	100	102	44	22	38	76	5	7	21	5	5	0.3	0.3	0.6	0.5	0.5
200	3	1	202	148	122	76	109	105	61	24	60	58	6	6	6	5	5	0.3	0.3	0.6	0.5	0.5
200	3	1	203	62	176	47	104	110	58	31	32	90	7	6	9	5	5	0.3	0.3	0.6	0.5	0.5
200	3	1	204	178	13	7	96	91	47	29	64	10	10	3	16	5	5	0.3	0.3	0.6	0.5	0.5
200	3	1	205	150	128	86	111	107	54	20	84	80	6	6	8	5	5	0.3	0.3	0.6	0.5	0.5
200	3	1	206	172	99	81	113	102	57	20	97	58	5	6	10	5	5	0.3	0.3	0.6	0.5	0.5
200	3	1	207	155	95	67	106	100	54	25	81	52	6	6	17	5	5	0.3	0.3	0.6	0.5	0.5
200	3	1	208	164	119	92	97	106	57	27	98	65	5	5	9	5	5	0.3	0.3	0.6	0.5	0.5
200	3	1	209	142	119	74	107	101	53	32	59	54	6	8	13	5	5	0.3	0.3	0.6	0.5	0.5
200	3	3	210	114	162	91	99	110	61	25	67	98	7	6	15	5	5	0.3	0.3	0.6	0.5	0.5
200	3	3	211	141	99	55	89	100	46	29	42	42	6	5	15	5	5	0.3	0.3	0.6	0.5	0.5
200	3	3	212	103	131	54	101	100	54	22	46	76	5	6	20	5	5	0.3	0.3	0.6	0.5	0.5
200	3	3	213	138	154	94	95	108	47	28	70	74	6	7	2	5	5	0.3	0.3	0.6	0.5	0.5
200	3	3	214	185	68	59	111	105	52	21	125	34	5	5	6	5	5	0.3	0.3	0.6	0.5	0.5
200	3	3	215	158	124	89	119	100	57	35	68	64	8	6	7	5	5	0.3	0.3	0.6	0.5	0.5
200	3	3	216	150	98	63	107	97	56	29	79	51	7	6	15	5	5	0.3	0.3	0.6	0.5	0.5
200	3	3	217	142	110	65	98	100	55	27	72	66	4	7	13	5	5	0.3	0.3	0.6	0.5	0.5
200	3	3	218	138	166	110	105	113	63	21	86	90	4	6	6	5	5	0.3	0.3	0.6	0.5	0.5
200	3	3	219	101	149	62	89	99	40	33	43	59	9	8	12	5	5	0.3	0.3	0.6	0.5	0.5
200	3	5	220	155	104	71	103	111	55	24	73	37	5	9	12	5	5	0.3	0.3	0.6	0.5	0.5
200	3	5	221	153	135	99	105	94	48	24	96	75	6	6	11	5	5	0.3	0.3	0.6	0.5	0.5
200	3	5	222	111	155	79	86	105	45	24	54	66	6	9	13	5	5	0.3	0.3	0.6	0.5	0.5
200	3	5	223	104	153	72	97	102	49	25	55	87	7	5	15	5	5	0.3	0.3	0.6	0.5	0.5
200	3	5	224	178	64	47	109	106	56	20	98	32	5	9	5	5	5	0.3	0.3	0.6	0.5	0.5
200	3	5	225	165	10	1	99	106	62	20	88	9	6	2	26	5	5	0.3	0.3	0.6	0.5	0.5
200	3	5	226	96	166	66	107	96	55	29	47	83	6	6	4	5	5	0.3	0.3	0.6	0.5	0.5
200	3	5	227	167	126	102	114	108	67	22	112	70	6	6	9	5	5	0.3	0.3	0.6	0.5	0.5
200	3	5	228	169	128	107	99	104	52	26	84	61	7	6	10	5	5	0.3	0.3	0.6	0.5	0.5
200	3	5	229	38	167	22	93	106	44	30	18	82	8	8	17	5	5	0.3	0.3	0.6	0.5	0.5
200	3	7	230	116	164	96	95	99	48	28	69	78	7	7	16	5	5	0.3	0.3	0.6	0.5	0.5
200	3	7	231	94	151	58	98	93	41	29	45	74	4	6	13	5	5	0.3	0.3	0.6	0.5	0.5
200	3	7	232	170	142	116	111	106	66	24	108	87	6	6	4	5	5	0.3	0.3	0.6	0.5	0.5
200	3	7	233	123	133	69	112	99	58	29	57	50	7	5	13	5	5	0.3	0.3	0.6	0.5	0.5
200	3	7	234	150	114	78	95	99	56	24	89	50	6	4	14	5	5	0.3	0.3	0.6	0.5	0.5
200	3	7	235	161	45	23	111	99	56	35	83	24	8	5	17	5	5	0.3	0.3	0.6	0.5	0.5
200	3	7	236	139	130	83	98	100	47	26	64	73	7	7	14	5	5	0.3	0.3	0.6	0.5	0.5
200	3	7	237	132	137	77	97	97	45	31	62	67	7	9	8	5	5	0.3	0.3	0.6	0.5	0.5
200	3	7	238	21	176	14	98	109	42	25	8	91	1	5	17	5	5	0.3	0.3	0.6	0.5	0.5
200	3	7	239	164	136	106	110	108	62	21	95	79	5	7	6	5	5	0.3	0.3	0.6	0.5	0.5
200	5	1	240	65	46	4	102	98	57	25	31	15	8	8	93	5	5	0.3	0.3	0.6	0.5	0.5
