num_nodes	n_groups	influencer_appearance	Run	bored_A	bored_B	bored_both	interest_A	interest_B	interest_both	num_steps	peak_A	peak_B	step_peak_A	step_peak_B	susceptible	initial_viral_size_A	initial_viral_size_B	meme_spread_chance	maybe_bored	influencer_spread_chance	interest_meme_A_chance	interest_meme_B_chance
500	5	5	743	328	476	306	162	327	102	24	202	322	6	5	2	10	5	0.3	0.3	0.6	0.3	0.6
500	5	5	744	372	467	341	149	307	93	27	208	299	6	6	2	10	5	0.3	0.3	0.6	0.3	0.6
500	5	5	745	365	457	323	169	313	110	23	224	316	5	5	1	10	5	0.3	0.3	0.6	0.3	0.6
500	5	5	746	377	447	328	144	277	80	27	231	319	5	5	4	10	5	0.3	0.3	0.6	0.3	0.6
500	5	5	747	179	485	167	155	311	101	35	101	358	7	5	3	10	5	0.3	0.3	0.6	0.3	0.6
500	5	5	748	414	452	367	149	293	89	39	261	302	6	6	1	10	5	0.3	0.3	0.6	0.3	0.6
500	5	5	749	376	458	334	164	315	100	32	215	345	6	5	0	10	5	0.3	0.3	0.6	0.3	0.6
500	5	7	750	384	436	323	168	309	106	27	233	275	6	6	3	10	5	0.3	0.3	0.6	0.3	0.6
500	5	7	751	346	474	322	143	302	95	26	204	353	7	5	2	10	5	0.3	0.3	0.6	0.3	0.6
500	5	7	752	330	456	292	138	289	74	24	192	312	6	5	6	10	5	0.3	0.3	0.6	0.3	0.6
500	5	7	753	378	460	339	154	314	105	29	217	312	6	6	1	10	5	0.3	0.3	0.6	0.3	0.6
500	5	7	754	345	467	313	154	300	90	30	202	352	6	5	1	10	5	0.3	0.3	0.6	0.3	0.6
500	5	7	755	99	494	94	145	304	99	21	50	372	5	4	1	10	5	0.3	0.3	0.6	0.3	0.6
500	5	7	756	337	469	307	158	303	93	29	207	329	7	6	1	10	5	0.3	0.3	0.6	0.3	0.6
500	5	7	757	270	479	253	153	317	102	25	159	344	7	5	4	10	5	0.3	0.3	0.6	0.3	0.6
500	5	7	758	295	481	278	174	293	95	25	180	334	6	5	2	10	5	0.3	0.3	0.6	0.3	0.6
500	5	7	759	352	473	328	162	304	98	23	193	339	6	5	3	10	5	0.3	0.3	0.6	0.3	0.6
500	7	1	760	251	451	216	144	309	87	27	133	276	7	7	14	10	5	0.3	0.3	0.6	0.3	0.6
500	7	1	761	325	402	238	175	308	110	29	184	234	7	7	11	10	5	0.3	0.3	0.6	0.3	0.6
500	7	1	762	240	445	196	170	314	113	26	129	288	7	6	11	10	5	0.3	0.3	0.6	0.3	0.6
500	7	1	763	35	471	20	135	306	80	24	13	281	3	8	14	10	5	0.3	0.3	0.6	0.3	0.6
500	7	1	764	170	469	153	137	298	84	24	86	302	7	5	14	10	5	0.3	0.3	0.6	0.3	0.6
500	7	1	765	130	476	114	156	330	103	23	65	313	6	5	8	10	5	0.3	0.3	0.6	0.3	0.6
500	7	1	766	323	362	201	153	304	94	31	154	238	7	8	16	10	5	0.3	0.3	0.6	0.3	0.6
500	7	1	767	86	477	74	161	321	97	31	39	311	4	6	11	10	5	0.3	0.3	0.6	0.3	0.6
500	7	1	768	95	478	81	155	293	89	25	41	274	6	6	8	10	5	0.3	0.3	0.6	0.3	0.6
500	7	1	769	323	411	245	148	290	80	26	176	242	6	7	11	10	5	0.3	0.3	0.6	0.3	0.6
500	7	3	770	280	373	167	139	285	75	35	130	218	8	9	14	10	5	0.3	0.3	0.6	0.3	0.6
500	7	3	771	260	459	229	191	314	115	23	145	298	7	5	10	10	5	0.3	0.3	0.6	0.3	0.6
500	7	3	772	240	407	163	149	298	93	28	111	221	8	7	16	10	5	0.3	0.3	0.6	0.3	0.6
500	7	3	773	270	427	208	147	306	91	33	134	273	5	7	11	10	5	0.3	0.3	0.6	0.3	0.6
500	7	3	774	266	407	194	153	295	87	23	139	228	6	7	21	10	5	0.3	0.3	0.6	0.3	0.6
500	7	3	775	313	410	238	163	299	98	39	162	250	6	7	15	10	5	0.3	0.3	0.6	0.3	0.6
500	7	3	776	335	429	274	166	330	108	26	181	288	6	6	10	10	5	0.3	0.3	0.6	0.3	0.6
500	7	3	777	73	450	49	150	283	79	26	33	289	5	6	26	10	5	0.3	0.3	0.6	0.3	0.6
500	7	3	778	145	448	113	161	304	101	28	78	219	9	10	20	10	5	0.3	0.3	0.6	0.3	0.6
500	7	3	779	340	393	242	167	297	96	23	173	220	7	7	9	10	5	0.3	0.3	0.6	0.3	0.6
500	7	5	780	305	434	246	154	296	88	26	174	262	7	6	7	10	5	0.3	0.3	0.6	0.3	0.6
500	7	5	781	179	462	156	166	298	102	30	99	291	7	6	15	10	5	0.3	0.3	0.6	0.3	0.6
500	7	5	782	198	452	163	161	297	96	27	96	289	6	6	13	10	5	0.3	0.3	0.6	0.3	0.6
500	7	5	783	231	463	203	167	294	97	24	118	287	7	6	9	10	5	0.3	0.3	0.6	0.3	0.6
500	7	5	784	249	433	205	157	314	102	27	129	252	8	6	23	10	5	0.3	0.3	0.6	0.3	0.6
500	7	5	785	199	439	155	143	296	79	28	98	268	5	6	17	10	5	0.3	0.3	0.6	0.3	0.6
500	7	5	786	222	445	177	162	309	107	30	99	271	8	7	10	10	5	0.3	0.3	0.6	0.3	0.6
500	7	5	787	50	464	31	152	298	92	22	18	267	5	7	17	10	5	0.3	0.3	0.6	0.3	0.6
500	7	5	788	172	452	146	155	274	84	40	77	266	8	6	22	10	5	0.3	0.3	0.6	0.3	0.6
500	7	5	789	240	434	194	150	295	81	28	124	277	6	5	20	10	5	0.3	0.3	0.6	0.3	0.6
500	7	7	790	127	448	93	151	287	89	30	61	259	6	7	18	10	5	0.3	0.3	0.6	0.3	0.6
500	7	7	791	242	460	211	162	310	102	28	119	272	9	7	9	10	5	0.3	0.3	0.6	0.3	0.6
500	7	7	792	212	434	162	150	289	95	25	106	277	7	6	16	10	5	0.3	0.3	0.6	0.3	0.6
500	7	7	793	247	433	198	150	300	93	27	133	273	6	5	18	10	5	0.3	0.3	0.6	0.3	0.6
500	7	7	794	256	456	227	181	306	115	26	132	294	6	5	15	10	5	0.3	0.3	0.6	0.3	0.6
500	7	7	795	263	453	224	163	322	109	24	143	301	7	6	8	10	5	0.3	0.3	0.6	0.3	0.6
500	7	7	796	93	466	79	155	297	91	29	40	284	7	6	20	10	5	0.3	0.3	0.6	0.3	0.6
500	7	7	797	73	469	59	144	285	86	36	29	275	7	6	17	10	5	0.3	0.3	0.6	0.3	0.6
500	7	7	798	232	434	183	147	285	85	23	111	233	7	6	17	10	5	0.3	0.3	0.6	0.3	0.6
500	7	7	799	184	465	165	157	288	84	33	97	309	5	5	16	10	5	0.3	0.3	0.6	0.3	0.6
